 Time, Date, temp, Hum,Df_NH3, volt_NH3,MQ_136, Vmq136, mq136_Ratio,MQ_135,Vmq135, mq135_Ratio,MQ_2,Vmq2, mq2_Ratio,MQ_4,Vmq4, mq4_Ratio,MQ_8, Vmq8, mq8_Ratio,,,,,
11:34:20 AM,08-06-23,21.9,45,0.34,0.54,0.38,2.09,3.64,3.65,0.7,3.85,3.85,1,9.51,16.87,2.03,4.35,52.66,2.09,69.76,,,,,
11:34:21 AM,08-06-23,21.9,45,0.34,0.54,0.54,2.21,3.29,4.73,0.6,3.46,3.45,0.98,9.99,15.42,2.02,4.49,52.08,2.12,70.88,,,,,
11:34:21 AM,08-06-23,21.9,45,0.34,0.54,0.57,2.25,3.25,6.73,0.78,3,3.36,1.02,10.11,16.97,1.99,4.34,52.66,2.1,69.76,,,,,
11:34:22 AM,08-06-23,21.9,45,0.34,0.54,0.64,2.29,3.14,7.23,0.86,2.92,3.88,1.05,9.48,16.31,2.05,4.4,52.23,2.15,70.6,,,,,
11:34:22 AM,08-06-23,21.9,45,0.34,0.54,0.67,2.24,3.11,7.69,0.85,2.85,4.59,1.07,8.78,16.13,2.06,4.42,52.73,2.13,69.62,,,,,
11:34:23 AM,08-06-23,21.9,45,0.34,0.54,0.58,2.18,3.23,7.04,0.86,2.95,4.83,1.12,8.58,17.26,2.05,4.31,52.44,2.15,70.18,,,,,
11:34:23 AM,08-06-23,21.9,45,0.34,0.54,0.54,2.19,3.29,6.55,0.78,3.04,4.68,1.05,8.71,17.36,2.08,4.3,53.46,2.14,68.24,,,,,
11:34:24 AM,08-06-23,21.9,45,0.34,0.54,0.55,2.24,3.28,7.1,0.81,2.94,4.93,1.09,8.51,17.07,2.12,4.33,53.24,2.09,68.65,,,,,
11:34:24 AM,08-06-23,21.9,45,0.34,0.54,0.47,2.17,3.42,6.91,0.76,2.97,4.62,1.12,8.76,16.59,2.11,4.37,53.17,2.15,68.79,,,,,
11:34:25 AM,08-06-23,21.9,45,0.34,0.54,1.27,2.5,2.59,6.61,0.78,3.03,4.8,1.12,8.61,16.78,2.1,4.36,53.32,2.17,68.51,,,,,
11:34:25 AM,08-06-23,21.9,45,0.34,0.54,1.9,2.62,2.31,7.16,0.74,2.93,4.71,1.1,8.68,16.97,2.08,4.34,52.95,2.16,69.2,,,,,
11:34:26 AM,08-06-23,21.9,45,0.34,0.54,1.54,2.58,2.45,6.25,0.8,3.09,4.8,1.14,8.61,17.55,2.13,4.29,53.02,2.17,69.06,,,,,
11:34:27 AM,08-06-23,21.9,45,0.34,0.54,1.41,2.58,2.52,6.03,0.84,3.14,4.8,1.07,8.61,18.15,2.08,4.24,53.83,2.17,67.57,,,,,
11:34:27 AM,08-06-23,21.9,45,0.34,0.54,1.3,2.54,2.57,6.14,0.8,3.12,4.74,1.05,8.66,18.25,2.09,4.23,53.1,2.19,68.93,,,,,
11:34:28 AM,08-06-23,21.9,45,0.34,0.54,1.03,2.51,2.75,6.08,0.79,3.13,4.83,1.12,8.58,17.55,2.1,4.29,54.8,2.17,65.84,,,,,
11:34:28 AM,08-06-23,21.9,45,0.34,0.54,1.25,2.53,2.6,6.43,0.8,3.06,5.05,1.16,8.42,18.25,2.09,4.23,54.65,2.1,66.1,,,,,
11:34:29 AM,08-06-23,21.9,45,0.34,0.54,1.19,2.49,2.64,6.2,0.81,3.11,4.83,1.13,8.58,17.75,2.12,4.27,54.65,2.18,66.1,,,,,
11:34:29 AM,08-06-23,21.9,45,0.34,0.54,1.11,2.38,2.69,6.79,0.82,2.99,4.68,1.1,8.71,20.29,2.14,4.07,54.5,2.17,66.37,,,,,
11:34:30 AM,08-06-23,21.9,45,0.34,0.54,1.29,2.53,2.58,6.43,0.83,3.06,4.83,1.12,8.58,19.3,2.13,4.14,54.27,2.2,66.76,,,,,
11:34:30 AM,08-06-23,21.9,45,0.34,0.54,1.99,2.71,2.28,6.73,0.78,3,4.8,1.09,8.61,18.05,2.12,4.24,55.32,2.2,64.94,,,,,
11:34:31 AM,08-06-23,22,45,0.34,0.54,3.63,2.86,1.92,5.97,0.8,3.15,4.77,1.07,8.63,20.07,2.12,4.09,55.4,2.21,64.81,,,,,
11:34:31 AM,08-06-23,22,45,0.34,0.54,4.63,2.96,1.8,7.82,0.81,2.83,4.8,1.09,8.61,20.63,2.08,4.05,55.25,2.21,65.06,,,,,
11:34:32 AM,08-06-23,22,45,0.34,0.54,4.19,2.97,1.85,7.89,0.79,2.82,5.31,1.1,8.23,21.45,2.13,3.99,55.17,2.23,65.19,,,,,
11:34:32 AM,08-06-23,22,45,0.34,0.54,4.25,2.88,1.84,7.36,0.76,2.9,5.28,1.13,8.25,20.52,2.12,4.05,55.32,2.25,64.94,,,,,
11:34:33 AM,08-06-23,22,45,0.34,0.54,3.85,2.9,1.89,7.96,0.82,2.81,5.34,1.14,8.21,22.93,2.2,3.89,57,2.22,62.17,,,,,
11:34:33 AM,08-06-23,22,45,0.34,0.54,3.79,2.88,1.9,8.03,0.83,2.8,5.58,1.13,8.05,22.93,2.19,3.89,57,2.2,62.17,,,,,
11:34:34 AM,08-06-23,22,45,0.34,0.54,4.53,2.92,1.81,6.85,0.83,2.98,5.96,1.17,7.81,23.83,2.21,3.84,56.46,2.27,63.04,,,,,
11:34:34 AM,08-06-23,22,45,0.34,0.54,4.63,2.97,1.8,7.62,0.84,2.86,5.89,1.18,7.86,22.3,2.2,3.93,57.23,2.3,61.81,,,,,
11:34:35 AM,08-06-23,22,45,0.34,0.54,4.19,2.95,1.85,7.82,0.84,2.83,5.75,1.17,7.94,21.93,2.19,3.96,57.47,2.27,61.44,,,,,
11:34:36 AM,08-06-23,22,45,0.34,0.54,3.48,2.9,1.95,7.16,0.74,2.93,5.78,1.18,7.92,23.44,2.21,3.86,56.85,2.31,62.42,,,,,
11:34:36 AM,08-06-23,22,45,0.34,0.54,3.69,2.93,1.92,6.49,0.84,3.05,6.07,1.19,7.75,24.23,2.21,3.82,57.16,2.3,61.93,,,,,
11:34:37 AM,08-06-23,22,45,0.34,0.54,3.53,2.9,1.94,6.61,0.84,3.03,6.75,1.19,7.39,24.5,2.25,3.8,58.25,2.25,60.25,,,,,
11:34:37 AM,08-06-23,22,45,0.34,0.54,4.34,2.91,1.83,8.1,0.82,2.79,5.82,1.16,7.9,25.88,2.22,3.73,57.16,2.32,61.93,,,,,
11:34:38 AM,08-06-23,22,45,0.34,0.54,5.34,3.01,1.72,6.55,0.87,3.04,6.33,1.24,7.61,24.36,2.17,3.81,58.25,2.32,60.25,,,,,
11:34:38 AM,08-06-23,22,45,0.34,0.54,6.41,3.09,1.64,7.96,0.83,2.81,6.14,1.18,7.71,25.04,2.24,3.77,58.49,2.31,59.89,,,,,
11:34:39 AM,08-06-23,22,45,0.34,0.54,6.41,3.08,1.64,7.55,0.86,2.87,5.44,1.23,8.14,23.31,2.19,3.87,58.49,2.33,59.89,,,,,
11:34:39 AM,08-06-23,22,45,0.34,0.54,6.55,2.99,1.63,7.69,0.83,2.85,6.07,1.19,7.75,25.18,2.23,3.77,58.8,2.34,59.42,,,,,
11:34:40 AM,08-06-23,22,45,0.34,0.54,6.45,3.06,1.64,7.89,0.79,2.82,5.96,1.18,7.81,23.83,2.17,3.84,59.36,2.35,58.61,,,,,
11:34:40 AM,08-06-23,22,45,0.34,0.54,6.18,3.1,1.66,7.55,0.81,2.87,6.59,1.2,7.47,25.04,2.27,3.77,58.72,2.35,59.54,,,,,
11:34:41 AM,08-06-23,22,45,0.34,0.54,7.7,3.14,1.56,7.75,0.85,2.84,5.38,1.18,8.18,25.74,2.23,3.74,58.25,2.35,60.25,,,,,
11:34:41 AM,08-06-23,22,45,0.34,0.54,8.54,3.2,1.51,7.36,0.82,2.9,6.87,1.23,7.33,26.9,2.23,3.68,58.88,2.35,59.31,,,,,
11:34:42 AM,08-06-23,22,45,0.34,0.54,8.86,3.18,1.5,8.24,0.81,2.77,6.18,1.22,7.69,25.6,2.25,3.74,59.76,2.34,58.04,,,,,
11:34:42 AM,08-06-23,22,45,0.34,0.54,8.04,3.19,1.54,8.74,0.83,2.7,6.18,1.23,7.69,27.35,2.23,3.66,60.41,2.37,57.14,,,,,
11:34:43 AM,08-06-23,22,45,0.34,0.53,7.36,3.1,1.58,9.12,0.86,2.66,6.44,1.22,7.55,27.05,2.27,3.67,60.82,2.39,56.58,,,,,
11:34:43 AM,08-06-23,22,45,0.34,0.53,6.27,3.08,1.65,8.52,0.87,2.73,6.95,1.23,7.29,28.26,2.3,3.61,60.66,2.32,56.8,,,,,
11:34:44 AM,08-06-23,22,45,0.34,0.54,7.47,3.15,1.57,9.5,0.88,2.61,6.63,1.23,7.45,26.9,2.25,3.68,61.65,2.39,55.48,,,,,
11:34:44 AM,08-06-23,22,45,0.34,0.53,8.41,3.17,1.52,8.24,0.84,2.77,6.71,1.23,7.41,28.42,2.27,3.61,62.31,2.41,54.62,,,,,
11:34:45 AM,08-06-23,22,45,0.34,0.54,7.36,3.11,1.58,7.96,0.84,2.81,6.75,1.27,7.39,27.2,2.31,3.66,62.06,2.46,54.94,,,,,
11:34:46 AM,08-06-23,22.1,45,0.34,0.54,6.09,3.1,1.66,8.31,0.77,2.76,7.57,1.28,7.01,27.8,2.33,3.63,62.82,2.46,53.98,,,,,
11:34:46 AM,08-06-23,22.1,45,0.34,0.53,8.73,3.14,1.5,8.81,0.86,2.69,7.7,1.24,6.96,27.8,2.24,3.63,62.74,2.44,54.09,,,,,
11:34:47 AM,08-06-23,22.1,45,0.34,0.54,10.37,3.23,1.43,8.31,0.85,2.76,7.24,1.26,7.16,28.57,2.31,3.6,63.24,2.47,53.46,,,,,
11:34:47 AM,08-06-23,22.1,45,0.34,0.54,10.53,3.24,1.42,8.24,0.83,2.77,6.79,1.26,7.37,28.57,2.25,3.6,64.71,2.49,51.71,,,,,
11:34:48 AM,08-06-23,22.1,45,0.34,0.54,10.61,3.23,1.42,8.31,0.85,2.76,7.28,1.23,7.14,29.05,2.3,3.58,62.74,2.47,54.09,,,,,
11:34:48 AM,08-06-23,22.1,45,0.34,0.54,11.02,3.26,1.41,8.24,0.84,2.77,7.15,1.29,7.2,27.8,2.31,3.63,64.88,2.5,51.51,,,,,
11:34:49 AM,08-06-23,22.1,45,0.34,0.54,11.28,3.25,1.4,9.35,0.8,2.63,7.32,1.29,7.12,28.73,2.29,3.59,63.5,2.48,53.14,,,,,
11:34:49 AM,08-06-23,22.1,45,0.34,0.54,12.08,3.26,1.37,8.74,0.89,2.7,7.45,1.29,7.07,26.46,2.29,3.7,65.41,2.51,50.91,,,,,
11:34:50 AM,08-06-23,22.1,45,0.34,0.54,8.67,3.22,1.5,8.59,0.86,2.72,8.47,1.29,6.67,27.2,2.29,3.66,65.94,2.53,50.31,,,,,
11:34:50 AM,08-06-23,22.1,45,0.34,0.54,7.53,3.19,1.57,8.81,0.88,2.69,8.01,1.3,6.84,31.71,2.33,3.47,66.92,2.55,49.24,,,,,
11:34:51 AM,08-06-23,22.1,45,0.34,0.54,6.22,3.12,1.65,8.52,0.84,2.73,8.1,1.3,6.8,31.19,2.3,3.49,65.67,2.53,50.61,,,,,
11:34:51 AM,08-06-23,22.1,45,0.34,0.54,8.17,3,1.53,8.38,0.9,2.75,7.11,1.3,7.22,30.68,2.27,3.51,66.29,2.54,49.92,,,,,
11:34:52 AM,08-06-23,22.1,45,0.34,0.54,9.77,3.2,1.45,9.04,0.87,2.67,7.66,1.28,6.98,32.23,2.34,3.45,66.83,2.55,49.34,,,,,
11:34:52 AM,08-06-23,22.1,45,0.34,0.54,10.94,3.26,1.41,8.52,0.83,2.73,8.01,1.25,6.84,30.18,2.32,3.53,66.29,2.5,49.92,,,,,
11:34:53 AM,08-06-23,22.1,45,0.34,0.54,9.41,3.21,1.47,8.89,0.83,2.68,7.84,1.31,6.91,30.52,2.29,3.52,65.23,2.52,51.11,,,,,
11:34:53 AM,08-06-23,22.1,45,0.34,0.53,7.93,3.16,1.54,8.1,0.83,2.79,8.24,1.3,6.75,31.53,2.37,3.47,66.2,2.56,50.02,,,,,
11:34:54 AM,08-06-23,22.2,45,0.34,0.54,10.3,3.21,1.43,7.96,0.8,2.81,7.62,1.31,7,28.57,2.32,3.6,65.76,2.56,50.51,,,,,
11:34:55 AM,08-06-23,22.2,45,0.34,0.54,9.34,3.18,1.47,8.59,0.87,2.72,8.29,1.29,6.74,30.68,2.32,3.51,65.76,2.53,50.51,,,,,
11:34:55 AM,08-06-23,22.2,45,0.34,0.54,10.77,3.15,1.41,8.67,0.85,2.71,7.84,1.25,6.91,30.85,2.34,3.5,66.38,2.52,49.82,,,,,
11:34:56 AM,08-06-23,22.2,45,0.34,0.53,10.14,3.24,1.44,7.49,0.89,2.88,7.62,1.3,7,29.37,2.28,3.56,65.41,2.54,50.91,,,,,
11:34:56 AM,08-06-23,22.2,45,0.34,0.54,8.23,3.08,1.53,7.82,0.85,2.83,7.45,1.28,7.07,31.19,2.31,3.49,65.67,2.54,50.61,,,,,
11:34:57 AM,08-06-23,22.2,45,0.34,0.54,9.77,3.19,1.45,8.24,0.87,2.77,7.24,1.28,7.16,28.42,2.29,3.61,65.85,2.54,50.41,,,,,
11:34:57 AM,08-06-23,22.2,45,0.34,0.54,7.87,3.17,1.55,6.85,0.83,2.98,7.03,1.27,7.25,29.37,2.31,3.56,66.2,2.54,50.02,,,,,
11:34:58 AM,08-06-23,22.2,45,0.34,0.54,7.47,3.16,1.57,8.17,0.86,2.78,7.28,1.29,7.14,28.73,2.3,3.59,65.49,2.53,50.81,,,,,
11:34:58 AM,08-06-23,22.2,45,0.34,0.54,8.04,3.17,1.54,7.16,0.85,2.93,7.32,1.28,7.12,28.73,2.21,3.59,65.76,2.52,50.51,,,,,
11:34:59 AM,08-06-23,22.2,45,0.34,0.54,10.86,3.24,1.41,8.1,0.85,2.79,7.49,1.3,7.05,28.11,2.2,3.62,65.32,2.47,51.01,,,,,
11:34:59 AM,08-06-23,22.2,45,0.34,0.53,10.61,3.22,1.42,7.82,0.85,2.83,7.57,1.29,7.01,29.21,2.32,3.57,65.23,2.53,51.11,,,,,
11:35:00 AM,08-06-23,22.2,45,0.34,0.54,9.13,3.17,1.48,6.91,0.81,2.97,6.95,1.29,7.29,28.57,2.35,3.6,65.14,2.53,51.21,,,,,
11:35:00 AM,08-06-23,22.2,45,0.34,0.53,7.31,3.11,1.58,8.96,0.88,2.68,7.24,1.29,7.16,27.95,2.28,3.63,64.53,2.51,51.91,,,,,
11:35:01 AM,08-06-23,22.2,45,0.34,0.54,6.6,3.07,1.63,7.69,0.83,2.85,7.49,1.25,7.05,28.26,2.31,3.61,64.79,2.46,51.61,,,,,
11:35:01 AM,08-06-23,22.2,45,0.34,0.54,6.13,3.05,1.66,8.52,0.84,2.73,7.32,1.28,7.12,30.18,2.28,3.53,64.88,2.52,51.51,,,,,
11:35:02 AM,08-06-23,22.2,45,0.34,0.54,6.89,3.05,1.61,8.45,0.83,2.74,7.07,1.23,7.23,29.69,2.31,3.55,64.71,2.5,51.71,,,,,
11:35:02 AM,08-06-23,22.2,45,0.34,0.54,7.93,3.09,1.54,7.55,0.83,2.87,6.18,1.27,7.69,29.69,2.29,3.55,64.36,2.5,52.11,,,,,
11:35:03 AM,08-06-23,22.2,45,0.34,0.54,6.99,3.12,1.6,7.62,0.84,2.86,6.59,1.21,7.47,28.42,2.24,3.61,64.79,2.5,51.61,,,,,
11:35:04 AM,08-06-23,22.2,45,0.34,0.54,7.75,3.19,1.55,7.29,0.76,2.91,7.24,1.17,7.16,29.37,2.29,3.56,64.36,2.45,52.11,,,,,
11:35:04 AM,08-06-23,22.2,45,0.34,0.54,11.28,3.27,1.4,7.55,0.78,2.87,6.63,1.26,7.45,29.69,2.31,3.55,64.45,2.51,52.01,,,,,
11:35:05 AM,08-06-23,22.2,45,0.34,0.54,9.92,3.2,1.45,8.45,0.85,2.74,7.07,1.2,7.23,29.69,2.33,3.55,63.07,2.48,53.67,,,,,
11:35:05 AM,08-06-23,22.2,45,0.34,0.54,7.87,3.11,1.55,9.04,0.88,2.67,6.87,1.23,7.33,28.26,2.29,3.61,63.84,2.5,52.73,,,,,
11:35:06 AM,08-06-23,22.2,45,0.34,0.54,6.22,3.08,1.65,7.1,0.88,2.94,7.24,1.28,7.16,29.53,2.26,3.56,61.32,2.5,55.92,,,,,
11:35:06 AM,08-06-23,22.2,45,0.34,0.54,5.62,3.05,1.7,7.49,0.79,2.88,6.59,1.26,7.47,29.85,2.27,3.54,63.58,2.5,53.04,,,,,
11:35:07 AM,08-06-23,22.3,44,0.34,0.54,5.58,3.02,1.7,8.59,0.86,2.72,7.49,1.25,7.05,29.05,2.32,3.58,63.67,2.49,52.94,,,,,
11:35:07 AM,08-06-23,22.3,44,0.34,0.54,4.97,2.98,1.76,7.89,0.86,2.82,6.44,1.24,7.55,30.02,2.3,3.54,64.01,2.48,52.52,,,,,
11:35:08 AM,08-06-23,22.3,44,0.34,0.54,5.87,3.04,1.68,7.16,0.87,2.93,6.91,1.21,7.31,29.05,2.33,3.58,62.48,2.4,54.41,,,,,
11:35:08 AM,08-06-23,22.3,44,0.34,0.54,4.8,2.89,1.78,7.96,0.81,2.81,7.11,1.21,7.22,30.18,2.31,3.53,63.16,2.47,53.56,,,,,
11:35:09 AM,08-06-23,22.3,44,0.34,0.54,6.89,3.06,1.61,6.97,0.87,2.96,6.83,1.19,7.35,29.53,2.31,3.56,63.07,2.45,53.67,,,,,
11:35:09 AM,08-06-23,22.3,44,0.34,0.54,7.47,3.1,1.57,8.52,0.83,2.73,6.63,1.26,7.45,31.19,2.29,3.49,64.19,2.48,52.32,,,,,
11:35:10 AM,08-06-23,22.3,44,0.34,0.54,6.74,3.1,1.62,7.89,0.83,2.82,6.59,1.22,7.47,29.53,2.27,3.56,63.93,2.45,52.63,,,,,
11:35:10 AM,08-06-23,22.3,44,0.34,0.54,6.31,3.11,1.65,8.1,0.8,2.79,7.19,1.24,7.18,27.65,2.28,3.64,63.76,2.44,52.83,,,,,
11:35:11 AM,08-06-23,22.2,44,0.34,0.54,5.83,3.04,1.68,7.96,0.82,2.81,6.79,1.14,7.37,28.42,2.32,3.61,63.33,2.47,53.35,,,,,
11:35:11 AM,08-06-23,22.2,44,0.34,0.54,6.36,3.03,1.64,8.24,0.82,2.77,6.52,1.23,7.51,29.21,2.28,3.57,63.76,2.49,52.83,,,,,
11:35:12 AM,08-06-23,22.2,44,0.34,0.54,6.55,3.1,1.63,7.55,0.8,2.87,6.87,1.23,7.33,31.02,2.3,3.49,63.41,2.45,53.25,,,,,
11:35:12 AM,08-06-23,22.2,44,0.34,0.54,8.93,3.1,1.49,7.23,0.84,2.92,7.03,1.25,7.25,29.69,2.3,3.55,64.19,2.41,52.32,,,,,
11:35:13 AM,08-06-23,22.2,44,0.34,0.54,7.93,3.14,1.54,7.96,0.83,2.81,7.24,1.23,7.16,29.21,2.31,3.57,63.41,2.47,53.25,,,,,
11:35:14 AM,08-06-23,22.2,44,0.34,0.54,7.36,3.13,1.58,7.55,0.83,2.87,6.99,1.23,7.27,23.83,2.29,3.84,63.5,2.45,53.14,,,,,
11:35:14 AM,08-06-23,22.2,44,0.34,0.54,6.6,3.06,1.63,6.97,0.85,2.96,6.87,1.16,7.33,30.68,2.32,3.51,64.1,2.48,52.42,,,,,
11:35:15 AM,08-06-23,22.2,44,0.34,0.54,7.58,3.16,1.56,7.42,0.83,2.89,7.15,1.24,7.2,29.53,2.31,3.56,63.67,2.47,52.94,,,,,
11:35:15 AM,08-06-23,22.3,44,0.34,0.54,10.37,3.24,1.43,7.42,0.82,2.89,6.79,1.17,7.37,30.52,2.36,3.52,63.84,2.5,52.73,,,,,
11:35:16 AM,08-06-23,22.3,44,0.34,0.54,8.47,3.14,1.51,7.62,0.77,2.86,7.07,1.27,7.23,30.52,2.33,3.52,63.84,2.47,52.73,,,,,
11:35:16 AM,08-06-23,22.3,44,0.34,0.54,7.53,3.09,1.57,8.24,0.84,2.77,7.19,1.25,7.18,30.35,2.32,3.52,64.36,2.49,52.11,,,,,
11:35:17 AM,08-06-23,22.3,44,0.34,0.54,6.36,3.06,1.64,7.69,0.85,2.85,7.19,1.29,7.18,30.68,2.31,3.51,63.93,2.48,52.63,,,,,
11:35:17 AM,08-06-23,22.2,44,0.34,0.54,5.54,3.02,1.71,9.04,0.86,2.67,7.4,1.29,7.09,32.77,2.27,3.43,63.84,2.5,52.73,,,,,
11:35:18 AM,08-06-23,22.2,44,0.34,0.53,6.36,3.05,1.64,8.17,0.85,2.78,7.4,1.27,7.09,29.21,2.29,3.57,63.41,2.48,53.25,,,,,
11:35:18 AM,08-06-23,22.2,44,0.34,0.54,6.13,3.07,1.66,7.36,0.85,2.9,7.07,1.25,7.23,28.57,2.31,3.6,64.19,2.51,52.32,,,,,
11:35:19 AM,08-06-23,22.2,44,0.34,0.54,6.45,3.07,1.64,7.69,0.84,2.85,6.91,1.24,7.31,30.52,2.26,3.52,63.24,2.5,53.46,,,,,
11:35:19 AM,08-06-23,22.2,44,0.34,0.54,5.54,3.05,1.71,8.59,0.79,2.72,7.4,1.25,7.09,28.11,2.3,3.62,62.48,2.48,54.41,,,,,
11:35:20 AM,08-06-23,22.2,44,0.34,0.54,4.73,2.94,1.79,7.89,0.85,2.82,6.79,1.25,7.37,29.85,2.29,3.54,63.33,2.47,53.35,,,,,
11:35:20 AM,08-06-23,22.2,44,0.34,0.54,4.83,2.98,1.77,7.23,0.85,2.92,6.95,1.26,7.29,29.05,2.27,3.58,63.5,2.44,53.14,,,,,
11:35:21 AM,08-06-23,22.2,44,0.34,0.54,4.9,2.97,1.77,8.31,0.87,2.76,6.79,1.25,7.37,26.9,2.29,3.68,63.07,2.46,53.67,,,,,
11:35:21 AM,08-06-23,22.2,44,0.34,0.54,4.94,2.98,1.76,7.89,0.81,2.82,6.14,1.24,7.71,29.21,2.29,3.57,63.24,2.47,53.46,,,,,
11:35:22 AM,08-06-23,22.2,44,0.34,0.54,4.66,3,1.79,6.97,0.82,2.96,5.78,1.22,7.92,27.95,2.27,3.63,63.58,2.44,53.04,,,,,
11:35:23 AM,08-06-23,22.2,44,0.34,0.54,4.28,2.9,1.84,7.42,0.82,2.89,7.28,1.24,7.14,29.37,2.27,3.56,63.16,2.39,53.56,,,,,
11:35:23 AM,08-06-23,22.2,44,0.34,0.54,4.7,2.94,1.79,7.69,0.84,2.85,6.91,1.22,7.31,26.61,2.31,3.69,63.5,2.43,53.14,,,,,
11:35:24 AM,08-06-23,22.3,44,0.34,0.54,5.96,3.01,1.67,7.62,0.86,2.86,6.63,1.24,7.45,25.46,2.32,3.75,62.23,2.47,54.73,,,,,
11:35:24 AM,08-06-23,22.3,44,0.34,0.54,5.46,2.99,1.71,7.89,0.83,2.82,6.63,1.24,7.45,27.8,2.27,3.63,63.41,2.46,53.25,,,,,
11:35:25 AM,08-06-23,22.3,44,0.34,0.54,4.76,2.89,1.78,6.43,0.83,3.06,6.75,1.24,7.39,29.85,2.28,3.54,63.5,2.46,53.14,,,,,
11:35:25 AM,08-06-23,22.3,44,0.34,0.54,6.99,3.08,1.6,7.29,0.81,2.91,6.87,1.24,7.33,29.69,2.28,3.55,62.57,2.45,54.3,,,,,
11:35:26 AM,08-06-23,22.3,44,0.34,0.54,6.36,3.07,1.64,7.82,0.85,2.83,6.4,1.21,7.57,27.2,2.35,3.66,64.01,2.48,52.52,,,,,
11:35:26 AM,08-06-23,22.3,44,0.34,0.54,5.27,3.03,1.73,7.04,0.76,2.95,6.91,1.21,7.31,27.8,2.3,3.63,63.41,2.43,53.25,,,,,
11:35:27 AM,08-06-23,22.3,44,0.34,0.54,6.74,3.07,1.62,7.55,0.82,2.87,6.4,1.28,7.57,29.53,2.29,3.56,63.67,2.46,52.94,,,,,
11:35:27 AM,08-06-23,22.3,44,0.34,0.54,6.5,3.06,1.63,7.75,0.82,2.84,6.95,1.21,7.29,30.85,2.29,3.5,63.58,2.45,53.04,,,,,
11:35:28 AM,08-06-23,22.3,44,0.34,0.54,6.04,3.04,1.67,6.55,0.84,3.04,6.83,1.21,7.35,30.18,2.22,3.53,62.31,2.42,54.62,,,,,
11:35:28 AM,08-06-23,22.3,44,0.34,0.54,6.18,3.05,1.66,6.2,0.81,3.11,6.83,1.24,7.35,26.9,2.33,3.68,63.24,2.45,53.46,,,,,
