 Time, Date, temp, Hum,Df_NH3, volt_NH3,MQ_136, Vmq136, mq136_Ratio,MQ_135,Vmq135, mq135_Ratio,MQ_2,Vmq2, mq2_Ratio,MQ_4,Vmq4, mq4_Ratio,MQ_8, Vmq8, mq8_Ratio,,,,,
5:36:04 AM,22-07-23,26.3,22,0.69,0.55,0.41,1.73,3.55,3.9,1,3.75,3.79,0.7,9.57,16.65,1.93,4.37,53.65,1.68,67.89,,,,,
5:36:04 AM,22-07-23,26.3,22,0.69,0.54,0.44,1.72,3.49,4.18,0.97,3.64,4.03,0.73,9.32,17.33,1.93,4.31,55.29,1.69,64.99,,,,,
5:36:05 AM,22-07-23,26.3,22,0.69,0.54,0.49,1.73,3.4,4.22,0.94,3.63,3.17,0.76,10.37,16.75,1.94,4.36,54.22,1.69,66.86,,,,,
5:36:05 AM,22-07-23,26.3,22,0.69,0.54,0.47,1.72,3.44,3.52,0.98,3.91,3.86,0.77,9.5,16.65,1.93,4.37,53.65,1.68,67.89,,,,,
5:36:06 AM,22-07-23,26.3,22,0.69,0.54,0.45,1.71,3.46,4.62,0.94,3.5,3.7,0.67,9.69,17.53,1.92,4.29,53.65,1.68,67.89,,,,,
5:36:06 AM,22-07-23,26.3,22,0.69,0.54,0.45,1.72,3.46,3.78,1.01,3.79,4,0.78,9.35,15.72,1.91,4.46,54.14,1.79,67,,,,,
5:36:07 AM,22-07-23,26.3,22,0.69,0.55,0.46,1.73,3.46,3.81,0.96,3.78,4.49,0.73,8.87,17.14,1.92,4.32,53.41,1.68,68.34,,,,,
5:36:08 AM,22-07-23,26.3,22,0.69,0.54,0.47,1.72,3.43,4.35,0.89,3.58,4.1,0.71,9.25,17.53,1.96,4.29,54.8,1.64,65.84,,,,,
5:36:08 AM,22-07-23,26.3,22,0.69,0.54,0.46,1.81,3.46,4.18,0.99,3.64,3.29,0.77,10.21,17.24,1.93,4.31,54.22,1.68,66.86,,,,,
5:36:09 AM,22-07-23,26.3,22,0.69,0.54,0.49,1.74,3.4,3.84,0.96,3.77,3.96,0.73,9.39,16.46,1.91,4.39,54.39,1.68,66.56,,,,,
5:36:09 AM,22-07-23,26.3,22,0.69,0.54,0.45,1.72,3.46,3.63,0.89,3.86,3.32,0.72,10.16,15.9,1.94,4.44,53.82,1.69,67.59,,,,,
5:36:10 AM,22-07-23,26.3,22,0.69,0.54,0.41,1.71,3.56,4.25,0.9,3.62,3.66,0.75,9.72,17.04,1.96,4.33,54.06,1.67,67.15,,,,,
5:36:10 AM,22-07-23,26.3,22,0.69,0.54,0.44,1.74,3.49,3.84,0.98,3.77,4.68,0.77,8.71,15.9,1.93,4.44,54.72,1.68,65.98,,,,,
5:36:11 AM,22-07-23,26.3,22,0.69,0.55,0.46,1.73,3.45,4.28,0.98,3.61,4,0.77,9.35,17.24,1.93,4.31,54.14,1.66,67,,,,,
5:36:11 AM,22-07-23,26.3,22,0.69,0.54,0.45,1.74,3.47,3.87,0.99,3.76,4.1,0.7,9.25,16.94,1.96,4.34,53.98,1.68,67.3,,,,,
5:36:12 AM,22-07-23,26.3,22,0.69,0.55,0.44,1.72,3.5,5.06,0.96,3.37,3.23,0.75,10.29,16.37,1.94,4.4,54.22,1.64,66.86,,,,,
5:36:12 AM,22-07-23,26.3,22,0.69,0.54,0.48,1.72,3.41,4.28,0.94,3.61,4.03,0.73,9.32,17.53,1.93,4.29,54.63,1.68,66.13,,,,,
5:36:13 AM,22-07-23,26.3,22,0.69,0.54,0.45,1.72,3.47,3.49,0.98,3.92,4.06,0.74,9.28,16.94,1.92,4.34,54.22,1.71,66.86,,,,,
5:36:13 AM,22-07-23,26.3,22,0.69,0.54,0.44,1.74,3.49,4.38,0.97,3.57,4.13,0.66,9.21,16.75,1.91,4.36,54.55,1.68,66.27,,,,,
5:36:14 AM,22-07-23,26.3,22,0.69,0.54,0.44,1.68,3.5,4.45,0.88,3.55,3.73,0.75,9.65,17.53,1.93,4.29,55.62,1.64,64.43,,,,,
5:36:14 AM,22-07-23,26.3,22,0.69,0.55,0.45,1.71,3.46,3.84,0.98,3.77,5.32,0.74,8.22,16.56,1.94,4.38,55.04,1.69,65.41,,,,,
5:36:15 AM,22-07-23,26.3,22,0.69,0.54,0.45,1.71,3.48,4.42,0.98,3.56,3.44,0.68,10,16.84,1.93,4.35,54.31,1.69,66.71,,,,,
5:36:15 AM,22-07-23,26.3,22,0.69,0.54,0.37,1.67,3.66,4.32,0.96,3.6,3.86,0.7,9.5,15.18,2.02,4.52,54.47,1.7,66.42,,,,,
5:36:16 AM,22-07-23,26.3,22,0.69,0.54,0.49,1.71,3.39,4.06,0.99,3.69,4.31,0.73,9.04,16.65,1.93,4.37,54.47,1.71,66.42,,,,,
5:36:16 AM,22-07-23,26.3,22,0.69,0.54,0.46,1.72,3.46,4.09,0.98,3.68,3.57,0.74,9.84,16.65,1.87,4.37,53.82,1.7,67.59,,,,,
5:36:17 AM,22-07-23,26.3,22,0.69,0.55,0.44,1.72,3.49,4.55,0.98,3.52,4.03,0.72,9.32,16.46,1.92,4.39,54.63,1.68,66.13,,,,,
5:36:18 AM,22-07-23,26.3,22,0.69,0.54,0.42,1.73,3.54,4.52,0.9,3.53,4.17,0.71,9.18,17.24,2.02,4.31,54.39,1.69,66.56,,,,,
5:36:18 AM,22-07-23,26.2,22,0.69,0.55,0.43,1.6,3.52,4.32,0.9,3.6,3.51,0.74,9.92,17.24,1.94,4.31,55.37,1.68,64.85,,,,,
5:36:19 AM,22-07-23,26.2,22,0.69,0.54,0.45,1.68,3.46,4.48,1.01,3.54,3.48,0.76,9.96,16.75,1.85,4.36,54.55,1.71,66.27,,,,,
5:36:19 AM,22-07-23,26.2,22,0.69,0.54,0.47,1.67,3.44,3.6,0.99,3.87,4.99,0.72,8.46,16.84,1.93,4.35,54.22,1.69,66.86,,,,,
5:36:20 AM,22-07-23,26.2,22,0.69,0.55,0.49,1.69,3.39,3.75,0.88,3.81,3.7,0.72,9.69,17.94,1.93,4.25,54.55,1.69,66.27,,,,,
5:36:20 AM,22-07-23,26.2,23,0.69,0.54,0.46,1.73,3.46,4.15,1.09,3.65,3.86,0.78,9.5,17.24,1.94,4.31,54.8,1.7,65.84,,,,,
5:36:21 AM,22-07-23,26.2,23,0.69,0.54,0.45,1.71,3.47,4.22,1,3.63,3.93,0.73,9.43,16.56,1.93,4.38,53.57,1.69,68.04,,,,,
5:36:21 AM,22-07-23,26.2,23,0.69,0.55,0.46,1.74,3.46,4.06,0.97,3.69,3.86,0.74,9.5,17.24,1.93,4.31,54.14,1.68,67,,,,,
5:36:22 AM,22-07-23,26.2,23,0.69,0.54,0.45,1.72,3.46,2.91,0.92,4.22,4.76,0.69,8.65,17.84,1.94,4.26,54.06,1.67,67.15,,,,,
5:36:22 AM,22-07-23,26.2,23,0.69,0.54,0.45,1.74,3.47,3.93,0.98,3.73,3.89,0.73,9.46,15.9,1.93,4.44,54.22,1.68,66.86,,,,,
5:36:23 AM,22-07-23,26.2,23,0.69,0.54,0.44,1.72,3.49,4.09,0.96,3.68,4.1,0.74,9.25,17.43,1.92,4.3,54.63,1.68,66.13,,,,,
5:36:23 AM,22-07-23,26.2,23,0.69,0.54,0.47,1.73,3.43,4.28,0.92,3.61,3.7,0.74,9.69,16.75,1.97,4.36,54.55,1.72,66.27,,,,,
5:36:24 AM,22-07-23,26.2,23,0.69,0.54,0.44,1.75,3.49,3.81,0.99,3.78,4.95,0.71,8.49,16.84,1.97,4.35,54.31,1.69,66.71,,,,,
5:36:24 AM,22-07-23,26.2,23,0.69,0.54,0.42,1.72,3.54,3.78,0.96,3.79,3.54,0.73,9.88,17.53,1.95,4.29,55.37,1.67,64.85,,,,,
5:36:25 AM,22-07-23,26.2,23,0.69,0.54,0.56,1.73,3.27,4.25,0.94,3.62,3.29,0.76,10.21,17.84,1.87,4.26,54.96,1.72,65.55,,,,,
5:36:25 AM,22-07-23,26.2,23,0.69,0.54,0.46,1.71,3.46,4.18,0.99,3.64,3.57,0.73,9.84,16.65,1.95,4.37,53.82,1.69,67.59,,,,,
5:36:26 AM,22-07-23,26.2,23,0.69,0.54,0.47,1.65,3.43,4.42,0.93,3.56,3.83,0.72,9.54,16.18,1.93,4.41,54.39,1.69,66.56,,,,,
5:36:27 AM,22-07-23,26.2,23,0.69,0.55,0.46,1.72,3.45,2.88,0.97,4.23,4.13,0.74,9.21,16.94,1.96,4.34,54.8,1.71,65.84,,,,,
5:36:27 AM,22-07-23,26.2,23,0.69,0.54,0.47,1.68,3.43,4.55,0.98,3.52,3.79,0.66,9.57,14.92,1.88,4.54,54.63,1.68,66.13,,,,,
5:36:28 AM,22-07-23,26.2,23,0.69,0.54,0.5,1.73,3.37,4.42,0.95,3.56,3.41,0.73,10.04,17.53,1.91,4.29,54.55,1.75,66.27,,,,,
5:36:28 AM,22-07-23,26.2,23,0.69,0.55,0.49,1.72,3.39,4.09,0.99,3.68,4.31,0.73,9.04,17.14,1.97,4.32,53.98,1.65,67.3,,,,,
5:36:29 AM,22-07-23,26.2,23,0.69,0.54,0.47,1.72,3.43,3.72,0.98,3.82,3.79,0.76,9.57,16.84,1.93,4.35,54.31,1.69,66.71,,,,,
5:36:29 AM,22-07-23,26.2,23,0.69,0.54,0.42,1.72,3.54,3.54,0.9,3.89,4.1,0.75,9.25,18.67,1.95,4.19,54.8,1.65,65.84,,,,,
5:36:30 AM,22-07-23,26.2,23,0.69,0.54,0.47,1.73,3.43,4.18,1.09,3.64,3.83,0.86,9.54,16.27,1.92,4.4,54.8,1.71,65.84,,,,,
5:36:30 AM,22-07-23,26.2,23,0.69,0.54,0.48,1.71,3.42,3.38,0.98,3.97,4.1,0.73,9.25,16.65,1.95,4.37,54.55,1.71,66.27,,,,,
5:36:31 AM,22-07-23,26.3,23,0.69,0.54,0.47,1.72,3.43,3.78,0.91,3.79,3.51,0.7,9.92,15.18,1.85,4.52,54.96,1.68,65.55,,,,,
5:36:31 AM,22-07-23,26.3,23,0.69,0.54,0.55,1.73,3.29,3.52,0.95,3.91,3.89,0.72,9.46,16.56,1.92,4.38,54.31,1.7,66.71,,,,,
5:36:32 AM,22-07-23,26.3,23,0.69,0.54,0.48,1.71,3.42,3.24,1,4.04,4.87,0.68,8.55,16.27,1.96,4.4,53.65,1.7,67.89,,,,,
5:36:32 AM,22-07-23,26.3,23,0.69,0.54,0.45,1.74,3.46,4.06,0.89,3.69,3.93,0.75,9.43,16.27,1.93,4.4,53.57,1.69,68.04,,,,,
5:36:33 AM,22-07-23,26.3,23,0.69,0.54,0.42,1.72,3.53,4.32,0.86,3.6,3.76,0.74,9.61,16.65,1.93,4.37,55.04,1.67,65.41,,,,,
5:36:33 AM,22-07-23,26.3,23,0.69,0.54,0.46,1.72,3.46,3.63,0.98,3.86,5.4,0.74,8.17,16.09,1.93,4.42,54.14,1.7,67,,,,,
5:36:34 AM,22-07-23,26.3,23,0.69,0.54,0.45,1.72,3.46,4.25,0.92,3.62,3.57,0.76,9.84,16.27,1.94,4.4,53.98,1.69,67.3,,,,,
5:36:34 AM,22-07-23,26.3,23,0.69,0.54,0.46,1.74,3.46,3.32,0.97,4,4,0.73,9.35,17.24,1.95,4.31,53.73,1.7,67.74,,,,,
5:36:35 AM,22-07-23,26.3,23,0.69,0.55,0.47,1.6,3.43,4.18,0.94,3.64,3.76,0.7,9.61,17.24,1.95,4.31,54.31,1.68,66.71,,,,,
5:36:35 AM,22-07-23,26.3,23,0.69,0.54,0.48,1.71,3.4,4.22,0.97,3.63,3.89,0.73,9.46,16.46,1.93,4.39,54.55,1.69,66.27,,,,,
5:36:36 AM,22-07-23,26.3,23,0.69,0.54,0.43,1.72,3.52,5.02,0.97,3.38,3.73,0.73,9.65,15.45,1.94,4.49,53.82,1.67,67.59,,,,,
5:36:37 AM,22-07-23,26.3,23,0.69,0.54,0.53,1.73,3.31,4.22,0.93,3.63,3.86,0.76,9.5,16.56,1.91,4.38,54.63,1.7,66.13,,,,,
5:36:37 AM,22-07-23,26.3,23,0.69,0.54,0.45,1.72,3.46,3.69,0.98,3.83,4.68,0.68,8.71,17.24,1.93,4.31,54.06,1.69,67.15,,,,,
5:36:38 AM,22-07-23,26.3,23,0.69,0.54,0.42,1.72,3.53,4.15,0.82,3.65,3.66,0.69,9.72,16.46,1.95,4.39,55.29,1.64,64.99,,,,,
5:36:38 AM,22-07-23,26.3,23,0.69,0.54,0.51,1.72,3.36,3.87,0.92,3.76,3.54,0.75,9.88,17.33,1.95,4.31,55.21,1.72,65.13,,,,,
5:36:39 AM,22-07-23,26.3,23,0.69,0.54,0.48,1.73,3.41,3.69,0.97,3.83,3.76,0.73,9.61,17.24,1.97,4.31,53.73,1.7,67.74,,,,,
5:36:39 AM,22-07-23,26.3,23,0.69,0.54,0.44,1.72,3.49,3.84,0.95,3.77,3.66,0.73,9.72,15.36,1.96,4.5,54.72,1.65,65.98,,,,,
5:36:40 AM,22-07-23,26.3,23,0.69,0.54,0.51,1.72,3.36,4.25,0.96,3.62,3.29,0.74,10.21,15.63,1.96,4.47,54.88,1.7,65.7,,,,,
5:36:40 AM,22-07-23,26.3,23,0.69,0.54,0.42,1.65,3.55,3.66,0.89,3.84,4.06,0.73,9.28,16.56,1.93,4.38,54.63,1.65,66.13,,,,,
5:36:41 AM,22-07-23,26.3,23,0.69,0.54,0.38,1.72,3.63,3.75,0.98,3.81,4.13,0.73,9.21,17.74,1.95,4.27,56.62,1.66,62.78,,,,,
5:36:41 AM,22-07-23,26.3,23,0.69,0.54,0.54,1.75,3.3,3.43,0.96,3.95,4.24,0.72,9.11,16.65,1.95,4.37,54.72,1.69,65.98,,,,,
5:36:42 AM,22-07-23,26.3,23,0.69,0.54,0.43,1.73,3.51,4.59,1,3.51,4.17,0.72,9.18,16.56,1.91,4.38,53.9,1.65,67.45,,,,,
5:36:42 AM,22-07-23,26.3,23,0.69,0.54,0.51,1.72,3.35,4.22,0.94,3.63,3.66,0.68,9.72,17.84,1.9,4.26,55.13,1.7,65.27,,,,,
5:36:43 AM,22-07-23,26.3,23,0.69,0.55,0.47,1.74,3.43,3.11,0.97,4.11,5.11,0.75,8.37,17.43,1.96,4.3,54.47,1.71,66.42,,,,,
5:36:43 AM,22-07-23,26.2,23,0.69,0.54,0.42,1.66,3.54,4.18,0.95,3.64,4.06,0.72,9.28,16.84,1.93,4.35,54.88,1.7,65.7,,,,,
5:36:44 AM,22-07-23,26.2,23,0.69,0.54,0.45,1.72,3.46,3.84,0.96,3.77,3.44,0.74,10,14.24,1.92,4.62,54.96,1.69,65.55,,,,,
5:36:44 AM,22-07-23,26.2,23,0.69,0.54,0.43,1.74,3.52,3.75,1.02,3.81,3.6,0.75,9.8,16.75,1.93,4.36,53.65,1.7,67.89,,,,,
5:36:45 AM,22-07-23,26.2,23,0.69,0.54,0.41,1.65,3.55,4.55,0.96,3.52,3.79,0.73,9.57,17.04,1.95,4.33,55.13,1.69,65.27,,,,,
5:36:46 AM,22-07-23,26.2,22,0.69,0.54,0.51,1.81,3.35,4.22,0.98,3.63,3.17,0.7,10.37,16.75,1.92,4.36,54.72,1.69,65.98,,,,,
5:36:46 AM,22-07-23,26.2,22,0.69,0.54,0.46,1.71,3.46,3.49,0.98,3.92,3.83,0.74,9.54,16.75,1.92,4.36,55.13,1.64,65.27,,,,,
5:36:47 AM,22-07-23,26.2,22,0.69,0.54,0.43,1.73,3.51,4.06,1.02,3.69,3.89,0.7,9.46,16.46,1.92,4.39,54.31,1.72,66.71,,,,,
5:36:47 AM,22-07-23,26.2,22,0.69,0.54,0.48,1.71,3.41,4.25,1,3.62,3.73,0.73,9.65,15.99,1.95,4.43,54.14,1.69,67,,,,,
5:36:48 AM,22-07-23,26.2,22,0.69,0.54,0.41,1.68,3.56,4.48,0.96,3.54,3.89,0.69,9.46,17.53,1.84,4.29,55.62,1.61,64.43,,,,,
5:36:48 AM,22-07-23,26.2,22,0.69,0.54,0.51,1.69,3.36,4.98,0.95,3.39,3.48,0.76,9.96,16.37,1.94,4.4,54.96,1.67,65.55,,,,,
5:36:49 AM,22-07-23,26.2,22,0.69,0.54,0.44,1.73,3.49,5.13,1.04,3.35,3.54,0.73,9.88,17.33,1.87,4.31,54.06,1.68,67.15,,,,,
5:36:49 AM,22-07-23,26.2,22,0.69,0.54,0.44,1.73,3.49,4.48,1.01,3.54,3.7,0.72,9.69,17.74,1.82,4.27,53.82,1.68,67.59,,,,,
5:36:50 AM,22-07-23,26.3,22,0.69,0.54,0.43,1.66,3.52,5.09,0.98,3.36,3.51,0.67,9.92,16.37,1.93,4.4,56.12,1.69,63.6,,,,,
5:36:50 AM,22-07-23,26.3,22,0.69,0.54,0.48,1.71,3.42,5.06,1.08,3.37,3.23,0.73,10.29,17.94,1.95,4.25,55.87,1.7,64.01,,,,,
