 Time, Date, temp, Hum,Df_NH3, volt_NH3,MQ_136, Vmq136, mq136_Ratio,MQ_135,Vmq135, mq135_Ratio,MQ_2,Vmq2, mq2_Ratio,MQ_4,Vmq4, mq4_Ratio,MQ_8, Vmq8, mq8_Ratio,,,,,
5:26:38 AM,22-07-23,25.6,22,0.63,0.54,0.26,3.08,4.08,5.17,1.96,3.34,4.85,1.56,8.57,23.15,2.21,3.88,64.87,2.26,51.52,,,,,
5:26:39 AM,22-07-23,25.6,22,0.63,0.54,0.3,3.09,3.9,4.99,1.97,3.39,4.56,1.57,8.81,22.39,2.18,3.93,65.13,2.23,51.22,,,,,
5:26:39 AM,22-07-23,25.6,22,0.63,0.54,0.28,3.07,3.95,5.23,1.98,3.33,4.8,1.52,8.61,23.67,2.18,3.85,65.22,2.23,51.12,,,,,
5:26:40 AM,22-07-23,25.6,22,0.63,0.54,0.3,3.1,3.9,5.15,1.97,3.35,4.63,1.55,8.75,23.02,2.18,3.89,65.4,2.28,50.92,,,,,
5:26:40 AM,22-07-23,25.6,22,0.63,0.54,0.29,3.04,3.94,5.3,2,3.31,4.63,1.6,8.75,22.39,2.18,3.93,65.58,2.25,50.72,,,,,
5:26:41 AM,22-07-23,25.6,22,0.63,0.54,0.28,2.95,3.98,5.17,1.96,3.34,4.87,1.59,8.55,24.6,2.21,3.8,64.52,2.29,51.93,,,,,
5:26:41 AM,22-07-23,25.6,22,0.63,0.54,0.29,3.05,3.94,4.89,1.98,3.42,4.4,1.6,8.95,22.51,2.18,3.92,66.29,2.29,49.92,,,,,
5:26:42 AM,22-07-23,25.6,22,0.63,0.54,0.31,3.11,3.87,4.99,1.91,3.39,5.41,1.6,8.16,23.8,2.18,3.84,65.93,2.28,50.32,,,,,
5:26:42 AM,22-07-23,25.6,21,0.63,0.54,0.25,3.01,4.1,4.94,1.99,3.4,5.46,1.64,8.13,24.6,2.22,3.8,65.93,2.3,50.32,,,,,
5:26:43 AM,22-07-23,25.6,21,0.63,0.54,0.21,3.02,4.3,4.99,1.92,3.39,6.45,1.7,7.54,23.93,2.16,3.84,66.11,2.3,50.12,,,,,
5:26:43 AM,22-07-23,25.6,21,0.63,0.54,0.23,3.03,4.22,5.12,2.03,3.36,5.54,1.61,8.07,24.33,2.22,3.81,66.29,2.26,49.92,,,,,
5:26:44 AM,22-07-23,25.6,21,0.63,0.54,0.21,2.95,4.29,4.89,1.97,3.42,4.95,1.56,8.5,26.14,2.19,3.72,65.66,2.3,50.62,,,,,
5:26:44 AM,22-07-23,25.6,21,0.63,0.54,0.19,2.92,4.42,5.04,1.93,3.38,4.59,1.54,8.79,24.74,2.19,3.79,66.47,2.31,49.73,,,,,
5:26:45 AM,22-07-23,25.6,21,0.63,0.54,0.17,2.93,4.55,4.89,1.96,3.42,4.82,1.57,8.59,23.93,2.11,3.84,66.47,2.3,49.73,,,,,
5:26:45 AM,22-07-23,25.6,21,0.63,0.54,0.19,2.91,4.43,5.04,2.01,3.38,4.36,1.56,8.99,24.33,2.18,3.81,66.29,2.31,49.92,,,,,
5:26:46 AM,22-07-23,25.6,21,0.63,0.54,0.21,2.9,4.33,5.12,2,3.36,4.63,1.56,8.75,26.14,2.19,3.72,66.38,2.3,49.83,,,,,
5:26:46 AM,22-07-23,25.6,21,0.63,0.54,0.2,2.96,4.38,5.02,1.96,3.38,5.1,1.59,8.38,24.33,2.22,3.81,66.56,2.37,49.63,,,,,
5:26:47 AM,22-07-23,25.6,21,0.63,0.54,0.19,2.91,4.41,5.25,1.98,3.32,4.4,1.56,8.95,24.6,2.21,3.8,67.47,2.29,48.66,,,,,
5:26:47 AM,22-07-23,25.6,21,0.63,0.54,0.2,2.95,4.39,4.87,1.94,3.42,4.03,1.55,9.31,25.29,2.19,3.76,67.92,2.29,48.19,,,,,
5:26:48 AM,22-07-23,25.6,21,0.63,0.54,0.19,2.97,4.46,5.1,1.95,3.36,4.59,1.61,8.79,23.67,2.19,3.85,66.92,2.32,49.24,,,,,
5:26:49 AM,22-07-23,25.6,21,0.63,0.54,0.17,2.96,4.55,4.84,1.98,3.43,4.38,1.56,8.97,24.6,2.22,3.8,66.65,2.33,49.53,,,,,
5:26:49 AM,22-07-23,25.6,21,0.63,0.54,0.17,2.9,4.6,4.84,2.01,3.43,4.08,1.51,9.27,25.57,2.19,3.75,67.83,2.32,48.28,,,,,
5:26:50 AM,22-07-23,25.6,21,0.63,0.54,0.16,2.88,4.64,4.99,1.98,3.39,3.75,1.45,9.63,24.33,2.24,3.81,65.04,2.32,51.32,,,,,
5:26:50 AM,22-07-23,25.6,21,0.63,0.54,0.2,2.91,4.35,5.04,1.96,3.38,3.83,1.47,9.53,22.89,2.2,3.9,67.19,2.32,48.95,,,,,
5:26:51 AM,22-07-23,25.6,21,0.63,0.54,0.17,2.89,4.61,4.99,1.92,3.39,3.99,1.44,9.36,25.85,2.2,3.73,67.01,2.34,49.14,,,,,
5:26:51 AM,22-07-23,25.6,21,0.63,0.54,0.16,2.9,4.63,4.7,1.97,3.47,3.91,1.45,9.45,26.28,2.24,3.71,65.13,2.34,51.22,,,,,
5:26:52 AM,22-07-23,25.6,21,0.63,0.54,0.15,2.86,4.75,5.17,1.98,3.34,3.41,1.44,10.05,24.6,2.22,3.8,67.37,2.32,48.76,,,,,
5:26:52 AM,22-07-23,25.6,21,0.63,0.54,0.19,2.84,4.45,5.15,2,3.35,3.46,1.41,9.98,27.02,2.21,3.67,67.47,2.35,48.66,,,,,
5:26:53 AM,22-07-23,25.6,21,0.63,0.54,0.19,2.91,4.46,4.7,1.97,3.47,4.06,1.49,9.29,25.85,2.21,3.73,68.94,2.34,47.16,,,,,
5:26:53 AM,22-07-23,25.6,21,0.63,0.54,0.18,2.92,4.47,5.86,1.98,3.18,4.66,1.56,8.73,25.85,2.14,3.73,67.37,2.36,48.76,,,,,
5:26:54 AM,22-07-23,25.6,21,0.63,0.54,0.2,2.94,4.39,4.99,2.01,3.39,4.43,1.54,8.93,24.46,2.16,3.81,67.01,2.35,49.14,,,,,
5:26:54 AM,22-07-23,25.6,21,0.63,0.54,0.24,3,4.15,4.92,2.03,3.41,4.01,1.5,9.34,25.71,2.22,3.74,67.28,2.33,48.86,,,,,
5:26:55 AM,22-07-23,25.6,21,0.63,0.54,0.21,2.88,4.32,5.07,2.02,3.37,3.65,1.41,9.74,25.01,2.22,3.78,67.47,2.34,48.66,,,,,
5:26:55 AM,22-07-23,25.6,21,0.63,0.54,0.17,2.85,4.6,4.97,1.96,3.4,3.43,1.39,10.02,26,2.19,3.72,68.75,2.4,47.35,,,,,
5:26:56 AM,22-07-23,25.6,21,0.63,0.54,0.16,2.87,4.66,5.39,1.98,3.29,3.16,1.39,10.4,26.58,2.19,3.69,69.03,2.36,47.07,,,,,
5:26:56 AM,22-07-23,25.6,21,0.63,0.54,0.15,2.85,4.74,5.39,1.96,3.29,3.83,1.43,9.53,24.33,2.23,3.81,67.74,2.37,48.38,,,,,
5:26:57 AM,22-07-23,25.5,21,0.63,0.54,0.14,2.83,4.79,5.17,1.99,3.34,3.89,1.47,9.47,25.71,2.23,3.74,68.11,2.32,48,,,,,
5:26:58 AM,22-07-23,25.5,21,0.63,0.54,0.14,2.83,4.82,5.28,1.98,3.31,3.52,1.48,9.9,26.14,2.23,3.72,68.01,2.35,48.09,,,,,
5:26:58 AM,22-07-23,25.5,21,0.63,0.54,0.14,2.83,4.84,5.39,1.93,3.29,3.04,1.35,10.58,26,2.23,3.72,68.11,2.36,48,,,,,
5:26:59 AM,22-07-23,25.5,21,0.63,0.54,0.13,2.95,4.93,5.07,1.98,3.37,3.13,1.37,10.45,23.02,2.21,3.89,66.11,2.36,50.12,,,,,
5:26:59 AM,22-07-23,25.6,21,0.63,0.54,0.15,2.86,4.71,5.25,1.96,3.32,3.09,1.37,10.5,26.14,2.23,3.72,68.01,2.35,48.09,,,,,
5:27:00 AM,22-07-23,25.6,21,0.63,0.54,0.16,2.87,4.62,5.33,1.98,3.3,3.5,1.37,9.93,24.74,2.29,3.79,67.92,2.38,48.19,,,,,
5:27:00 AM,22-07-23,25.6,21,0.63,0.54,0.16,2.84,4.67,5.33,1.96,3.3,4.03,1.49,9.31,27.32,2.2,3.66,69.03,2.38,47.07,,,,,
5:27:01 AM,22-07-23,25.6,21,0.63,0.54,0.12,2.82,5.01,5.61,2.01,3.23,3.87,1.35,9.49,25.29,2.28,3.76,69.78,2.31,46.34,,,,,
5:27:02 AM,22-07-23,25.5,21,0.63,0.54,0.14,2.81,4.82,5.02,2.03,3.38,3.13,1.4,10.45,26.87,2.25,3.68,68.75,2.36,47.35,,,,,
5:27:02 AM,22-07-23,25.5,21,0.63,0.54,0.14,2.82,4.81,5.23,1.89,3.33,3.18,1.38,10.37,28.08,2.27,3.62,69.4,2.39,46.7,,,,,
5:27:02 AM,22-07-23,25.5,21,0.63,0.54,0.12,2.82,5.04,5.12,2.03,3.36,3.35,1.4,10.12,27.47,2.26,3.65,68.85,2.38,47.25,,,,,
5:27:03 AM,22-07-23,25.5,21,0.63,0.54,0.13,2.74,4.96,5.02,2,3.38,3.21,1.39,10.32,29.66,2.22,3.55,69.78,2.39,46.34,,,,,
5:27:03 AM,22-07-23,25.5,21,0.63,0.54,0.14,2.8,4.85,4.89,1.99,3.42,4.03,1.48,9.31,27.77,2.2,3.64,70.35,2.41,45.79,,,,,
5:27:04 AM,22-07-23,25.5,21,0.63,0.54,0.12,2.76,5.02,5.07,1.99,3.37,4.1,1.49,9.25,26.58,2.27,3.69,71.4,2.38,44.82,,,,,
5:27:04 AM,22-07-23,25.5,21,0.63,0.54,0.11,2.74,5.24,5.02,2,3.38,3.61,1.46,9.79,26.87,2.23,3.68,71.3,2.44,44.91,,,,,
5:27:05 AM,22-07-23,25.5,21,0.63,0.54,0.11,2.7,5.17,5.07,1.97,3.37,3.32,1.31,10.17,27.93,2.23,3.63,71.01,2.45,45.17,,,,,
5:27:05 AM,22-07-23,25.5,21,0.63,0.54,0.11,2.72,5.24,4.94,1.96,3.4,3.07,1.38,10.52,27.17,2.21,3.66,71.78,2.39,44.47,,,,,
5:27:06 AM,22-07-23,25.5,21,0.63,0.54,0.09,2.71,5.45,5.23,1.99,3.33,3.91,1.47,9.45,26.43,2.24,3.7,70.06,2.44,46.06,,,,,
5:27:07 AM,22-07-23,25.5,21,0.63,0.54,0.12,2.64,5.1,4.89,2,3.42,3.46,1.44,9.98,25.29,2.2,3.76,70.25,2.41,45.88,,,,,
5:27:07 AM,22-07-23,25.5,21,0.63,0.54,0.1,2.71,5.31,5.2,2,3.33,2.89,1.36,10.81,26.14,2.17,3.72,69.69,2.38,46.43,,,,,
5:27:08 AM,22-07-23,25.5,21,0.63,0.54,0.1,2.74,5.26,5.23,2,3.33,3.02,1.43,10.6,27.62,2.19,3.64,69.78,2.39,46.34,,,,,
5:27:08 AM,22-07-23,25.5,21,0.63,0.54,0.12,2.78,4.99,5.07,2.03,3.37,3.21,1.43,10.32,26.58,2.24,3.69,70.44,2.41,45.7,,,,,
5:27:09 AM,22-07-23,25.5,21,0.63,0.54,0.12,2.79,5,4.97,2.03,3.4,3.34,1.43,10.15,28.39,2.23,3.61,69.87,2.36,46.24,,,,,
5:27:09 AM,22-07-23,25.5,21,0.63,0.54,0.13,2.8,4.89,4.94,2.03,3.4,2.94,1.35,10.73,26.43,2.24,3.7,70.25,2.4,45.88,,,,,
5:27:10 AM,22-07-23,25.6,21,0.63,0.55,0.13,2.83,4.9,5.25,2.01,3.32,2.89,1.37,10.81,27.47,2.24,3.65,70.54,2.35,45.62,,,,,
5:27:10 AM,22-07-23,25.6,21,0.63,0.54,0.12,2.78,5.01,5.07,2.03,3.37,2.86,1.35,10.87,30.32,2.23,3.52,70.92,2.38,45.26,,,,,
5:27:11 AM,22-07-23,25.6,21,0.63,0.54,0.11,2.71,5.12,4.77,2,3.45,2.81,1.34,10.95,27.02,2.24,3.67,71.01,2.43,45.17,,,,,
5:27:11 AM,22-07-23,25.6,21,0.63,0.54,0.1,2.74,5.26,5.36,1.88,3.29,2.98,1.43,10.68,26.14,2.29,3.72,69.59,2.4,46.52,,,,,
5:27:12 AM,22-07-23,25.6,21,0.63,0.54,0.12,2.78,5.04,5.39,1.95,3.29,2.74,1.33,11.09,27.62,2.21,3.64,70.25,2.4,45.88,,,,,
5:27:12 AM,22-07-23,25.6,21,0.63,0.54,0.12,2.92,4.99,5.44,2.01,3.27,2.69,1.33,11.17,27.02,2.24,3.67,70.35,2.38,45.79,,,,,
5:27:13 AM,22-07-23,25.6,21,0.63,0.54,0.12,2.74,5.08,5.28,1.9,3.31,2.54,1.17,11.46,26.87,2.31,3.68,71.68,2.4,44.56,,,,,
5:27:13 AM,22-07-23,25.6,21,0.63,0.54,0.1,2.68,5.37,4.77,2,3.45,2.62,1.28,11.32,27.17,2.24,3.66,71.78,2.45,44.47,,,,,
5:27:14 AM,22-07-23,25.6,21,0.63,0.54,0.09,2.68,5.55,4.65,2.03,3.49,2.28,1.29,12.04,28.55,2.25,3.6,71.88,2.45,44.38,,,,,
5:27:14 AM,22-07-23,25.6,21,0.63,0.54,0.09,2.62,5.39,5.36,2.03,3.29,2.37,1.26,11.82,27.47,2.24,3.65,71.88,2.43,44.38,,,,,
5:27:15 AM,22-07-23,25.6,21,0.63,0.54,0.1,2.7,5.32,5.28,2.02,3.31,3.02,1.22,10.6,26.87,2.24,3.68,70.16,2.45,45.97,,,,,
5:27:15 AM,22-07-23,25.6,21,0.63,0.54,0.1,2.73,5.34,5.41,1.99,3.28,2.98,1.36,10.68,26.72,2.24,3.69,71.11,2.43,45.08,,,,,
5:27:16 AM,22-07-23,25.7,22,0.63,0.54,0.11,2.72,5.22,5.49,2,3.26,3.37,1.46,10.1,26.72,2.25,3.69,71.49,2.43,44.73,,,,,
5:27:17 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.72,5.46,5.58,2.05,3.24,3.56,1.51,9.86,27.17,2.26,3.66,71.01,2.43,45.17,,,,,
5:27:17 AM,22-07-23,25.7,22,0.63,0.55,0.09,2.72,5.39,5.55,2.03,3.25,3.52,1.42,9.9,26,2.19,3.72,70.82,2.44,45.35,,,,,
5:27:18 AM,22-07-23,25.7,22,0.63,0.55,0.12,2.74,5.1,5.49,2.01,3.26,3.19,1.37,10.34,28.23,2.23,3.61,72.27,2.43,44.04,,,,,
5:27:18 AM,22-07-23,25.7,22,0.63,0.54,0.12,2.76,5.05,5.61,2.03,3.23,3.28,1.38,10.22,27.32,2.27,3.66,71.4,2.43,44.82,,,,,
5:27:19 AM,22-07-23,25.7,22,0.63,0.54,0.11,2.73,5.15,5.33,1.98,3.3,3.28,1.39,10.22,27.32,2.24,3.66,71.59,2.44,44.64,,,,,
5:27:19 AM,22-07-23,25.7,22,0.63,0.54,0.1,2.71,5.28,5.49,2.03,3.26,3.35,1.4,10.12,28.55,2.24,3.6,71.49,2.47,44.73,,,,,
5:27:20 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.69,5.39,4.8,2.04,3.45,2.89,1.33,10.81,28.08,2.21,3.62,71.4,2.45,44.82,,,,,
5:27:20 AM,22-07-23,25.7,22,0.63,0.54,0.1,2.73,5.36,5.44,2.03,3.27,2.8,1.29,10.98,27.77,2.2,3.64,71.59,2.44,44.64,,,,,
5:27:21 AM,22-07-23,25.7,22,0.63,0.54,0.1,2.7,5.36,5.72,2.03,3.21,2.49,1.28,11.58,27.62,2.25,3.64,72.36,2.44,43.95,,,,,
5:27:21 AM,22-07-23,25.7,22,0.63,0.54,0.11,2.71,5.24,5.41,2.03,3.28,2.56,1.29,11.43,28.08,2.26,3.62,71.2,2.4,44.99,,,,,
5:27:22 AM,22-07-23,25.7,22,0.63,0.54,0.11,2.72,5.17,5.12,2.04,3.36,2.66,1.3,11.23,29.66,2.21,3.55,72.27,2.46,44.04,,,,,
5:27:22 AM,22-07-23,25.7,22,0.63,0.54,0.11,2.74,5.24,5.12,2.04,3.36,3.07,1.36,10.52,28.23,2.21,3.61,72.17,2.45,44.12,,,,,
5:27:23 AM,22-07-23,25.7,22,0.63,0.54,0.11,2.73,5.2,5.07,2.03,3.37,2.99,1.36,10.65,28.7,2.26,3.59,71.3,2.45,44.91,,,,,
5:27:23 AM,22-07-23,25.7,22,0.63,0.54,0.1,2.71,5.3,5.17,2.05,3.34,2.47,1.29,11.61,29.34,2.26,3.56,72.75,2.45,43.61,,,,,
5:27:24 AM,22-07-23,25.7,22,0.63,0.54,0.11,2.72,5.22,5.49,2.05,3.26,2.66,1.3,11.23,29.18,2.25,3.57,71.97,2.41,44.3,,,,,
5:27:24 AM,22-07-23,25.7,22,0.63,0.54,0.1,2.74,5.26,5.49,2.04,3.26,2.78,1.28,11.01,28.86,2.25,3.59,72.27,2.46,44.04,,,,,
5:27:25 AM,22-07-23,25.7,22,0.63,0.54,0.12,2.76,5.08,5.44,2.03,3.27,2.44,1.27,11.67,28.55,2.27,3.6,73.74,2.46,42.76,,,,,
5:27:26 AM,22-07-23,25.7,22,0.63,0.55,0.11,2.71,5.14,5.52,2.02,3.25,2.4,1.23,11.76,28.7,2.27,3.59,73.15,2.47,43.27,,,,,
5:27:26 AM,22-07-23,25.7,22,0.63,0.55,0.1,2.72,5.25,5.63,2.02,3.23,2.65,1.28,11.26,28.39,2.17,3.61,72.75,2.45,43.61,,,,,
5:27:27 AM,22-07-23,25.7,22,0.63,0.54,0.1,2.69,5.36,5.52,2,3.25,2.77,1.32,11.03,25.29,2.27,3.76,72.27,2.45,44.04,,,,,
5:27:27 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.68,5.53,5.75,2.02,3.2,2.47,1.3,11.61,29.5,2.22,3.56,71.97,2.43,44.3,,,,,
5:27:28 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.67,5.44,5.69,2.01,3.22,2.85,1.31,10.9,28.08,2.26,3.62,71.97,2.45,44.3,,,,,
5:27:28 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.67,5.44,5.72,2.03,3.21,3.01,1.33,10.63,29.83,2.26,3.54,71.2,2.46,44.99,,,,,
5:27:29 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.68,5.41,5.81,1.97,3.19,2.71,1.31,11.15,31.86,2.34,3.46,69.22,2.4,46.88,,,,,
5:27:29 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.69,5.44,5.95,1.97,3.16,2.21,1.24,12.2,28.86,2.28,3.59,70.73,2.36,45.44,,,,,
5:27:30 AM,22-07-23,25.7,22,0.63,0.55,0.09,2.68,5.43,5.47,2.05,3.27,2.19,1.22,12.27,29.66,2.26,3.55,71.3,2.43,44.91,,,,,
5:27:30 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.68,5.41,5.52,2.05,3.25,2.35,1.21,11.88,29.18,2.31,3.57,72.27,2.45,44.04,,,,,
5:27:31 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.68,5.47,5.41,2.08,3.28,2.21,1.22,12.2,27.93,2.26,3.63,71.4,2.41,44.82,,,,,
5:27:31 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.59,5.66,5.83,2.02,3.18,2.32,1.24,11.95,26.72,2.26,3.69,73.05,2.48,43.35,,,,,
5:27:32 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.6,5.54,5.81,1.98,3.19,2.4,1.25,11.76,23.28,2.29,3.87,72.95,2.49,43.44,,,,,
5:27:32 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.62,5.58,5.69,2.05,3.22,2.16,1.22,12.33,27.93,2.25,3.63,72.46,2.46,43.87,,,,,
5:27:33 AM,22-07-23,25.6,22,0.63,0.54,0.08,2.64,5.59,5.41,2.04,3.28,1.92,1.17,13.01,30.66,2.26,3.51,72.07,2.45,44.21,,,,,
5:27:33 AM,22-07-23,25.6,22,0.63,0.54,0.09,2.64,5.55,5.49,2.07,3.26,1.95,1.17,12.91,32.56,2.29,3.43,71.2,2.45,44.99,,,,,
5:27:34 AM,22-07-23,25.6,22,0.63,0.54,0.08,2.67,5.57,5.17,2,3.34,2.14,1.25,12.4,28.39,2.27,3.61,70.82,2.45,45.35,,,,,
5:27:34 AM,22-07-23,25.6,22,0.63,0.54,0.09,2.65,5.5,5.55,2.06,3.25,2.44,1.26,11.67,30.83,2.3,3.5,71.4,2.4,44.82,,,,,
5:27:35 AM,22-07-23,25.7,22,0.63,0.55,0.09,2.64,5.52,5.86,2.08,3.18,2.32,1.23,11.95,26.58,2.26,3.69,70.92,2.43,45.26,,,,,
5:27:36 AM,22-07-23,25.7,22,0.63,0.54,0.08,2.6,5.61,5.98,2.03,3.15,2.36,1.24,11.85,27.62,2.24,3.64,70.35,2.41,45.79,,,,,
5:27:36 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.68,5.47,5.39,2.04,3.29,2.09,1.21,12.53,28.86,2.29,3.59,70.16,2.39,45.97,,,,,
5:27:37 AM,22-07-23,25.7,22,0.63,0.54,0.09,2.65,5.55,5.72,2.05,3.21,1.99,1.19,12.8,29.5,2.27,3.56,70.25,2.4,45.88,,,,,
5:27:37 AM,22-07-23,25.6,22,0.63,0.54,0.09,2.65,5.52,5.49,2.06,3.26,2.47,1.2,11.61,30.16,2.27,3.53,69.5,2.4,46.61,,,,,
5:27:38 AM,22-07-23,25.6,22,0.63,0.55,0.09,2.64,5.55,5.58,2.03,3.24,2.1,1.21,12.5,29.66,2.09,3.55,70.06,2.39,46.06,,,,,
5:27:38 AM,22-07-23,25.6,22,0.63,0.55,0.08,2.67,5.6,5.83,1.97,3.18,2.09,1.16,12.53,25.15,2.28,3.77,70.16,2.48,45.97,,,,,
5:27:39 AM,22-07-23,25.6,22,0.63,0.55,0.09,2.68,5.45,5.61,2.08,3.23,2.39,1.28,11.79,27.93,2.29,3.63,69.87,2.43,46.24,,,,,
5:27:39 AM,22-07-23,25.6,22,0.63,0.55,0.09,2.61,5.46,5.04,2.05,3.38,2.47,1.27,11.61,29.5,2.28,3.56,71.01,2.37,45.17,,,,,
5:27:40 AM,22-07-23,25.6,22,0.63,0.55,0.08,2.64,5.6,5.55,2.05,3.25,2.36,1.23,11.85,28.7,2.27,3.59,72.07,2.43,44.21,,,,,
